"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 06 00:26:16 GMT 2023","Wed Sep 06 00:26:18 GMT 2023","2694","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
"passed","Wed Sep 06 00:26:17 GMT 2023","Wed Sep 06 00:26:18 GMT 2023","1600","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Wed Sep 06 00:26:16 GMT 2023","Wed Sep 06 00:26:16 GMT 2023","890","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
