"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 12 00:28:01 GMT 2023","Fri May 12 00:28:03 GMT 2023","1684","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Fri May 12 00:28:00 GMT 2023","Fri May 12 00:28:01 GMT 2023","1027","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Fri May 12 00:28:00 GMT 2023","Fri May 12 00:28:03 GMT 2023","2620","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
