"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 21 00:29:06 GMT 2023","Tue Nov 21 00:29:07 GMT 2023","805","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Tue Nov 21 00:29:05 GMT 2023","Tue Nov 21 00:29:06 GMT 2023","1453","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
"passed","Tue Nov 21 00:29:05 GMT 2023","Tue Nov 21 00:29:06 GMT 2023","888","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
