"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 05 00:33:44 GMT 2023","Mon Jun 05 00:33:46 GMT 2023","1477","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Mon Jun 05 00:33:43 GMT 2023","Mon Jun 05 00:33:44 GMT 2023","1533","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Mon Jun 05 00:33:43 GMT 2023","Mon Jun 05 00:33:45 GMT 2023","2796","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
