"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 27 00:29:10 GMT 2023","Mon Nov 27 00:29:11 GMT 2023","839","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Mon Nov 27 00:29:09 GMT 2023","Mon Nov 27 00:29:10 GMT 2023","1679","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
"passed","Mon Nov 27 00:29:09 GMT 2023","Mon Nov 27 00:29:10 GMT 2023","963","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
