"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 20 00:26:02 GMT 2023","Wed Sep 20 00:26:03 GMT 2023","737","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Wed Sep 20 00:26:03 GMT 2023","Wed Sep 20 00:26:05 GMT 2023","1682","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Wed Sep 20 00:26:02 GMT 2023","Wed Sep 20 00:26:05 GMT 2023","2369","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
