"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 02 00:27:17 GMT 2023","Mon Oct 02 00:27:18 GMT 2023","930","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Mon Oct 02 00:27:18 GMT 2023","Mon Oct 02 00:27:19 GMT 2023","1513","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Mon Oct 02 00:27:17 GMT 2023","Mon Oct 02 00:27:19 GMT 2023","2290","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
